"","AWT_seg_Thirona_P2","BODE_P2","Change_P2_P3_distwalked","Change_P2_P3_FEV1_ml","Change_P2_P3_FEV1_ml_yr","Change_P2_P3_FEV1pp","Change_P2_P3_lung_density_vnb","Chronic_Bronchitis_P2","copd_P2","distwalked_P2","DLco_raw_P2","Exacerbation_Frequency_P2","FEF2575_post_P2","FEV1_FVC_post_P2","FEV1_post_P2","finalGold_P2","FRC_Thirona_P2","FRC_TLC_ratio_Thirona_P2","FVC_post_P2","lung_density_vnb_P2","pctEmph_Thirona_P2","pctGasTrap_Thirona_P2","PEF_post_P2","Pi10_Thirona_P2","Resting_SaO2_P2","Severe_Exacerbations_P2","SGRQ_scoreTotal_P2","TLC_Thirona_P2","WallAreaPct_seg_Thirona_P2"
"M0000001084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001087",0,0,0,0,0,0,0,0,0.108152999643413,0,-0.57499878528657,0,-0.109547099290863,-0.0249099258784464,-0.0810882512754636,0.101275776899215,0.00712773451087409,0.00310292375739497,0,-0.0330232912932796,0.0849596025997884,0.0451191204336371,-0.0269471242447728,0,0,0,0,0,0
"M0000001090",0,0,0,0,0,0,0,0,-0.0730451165333463,0,1.57923669538726,0,0.139442397102611,0,0.0715500697942089,0,0,0,0.0603059501519565,0,0,0,0,-0.0107842120218241,0,0,0,0,0
"M0000001094",-0.0865788910392258,0,0,0,0,0,0,0,-0.21749276187999,0,0,0,0,0,0,-0.00511122846455707,0,0,0,0,0,0,0,-0.0549735263387263,0,0,0,0,-2.12774487035254
"M0000001102",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00915176885286953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00956097371370796,0
"M0000001105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04317013085075,0,0,0,-0.0262774601366967,0,0,0,0,0
"M0000001110",0,0,0,0,0,0,0,0,-0.459928608358197,0,0,0,0,0.0483052003111829,0,-0.532892846530294,-0.047251006232265,-0.0424479868916229,0,0,0,-0.177439111954291,0,-0.037842920611422,0,0,0,0,0
"M0000001111",0.00263168004298575,0.630331842586836,0,0,0,0,0,0,2.1003411013955,-100.428103847547,-4.28898241261853,0,-0.905798862775227,-0.160430640613044,-0.715242791494795,1.21473070312556,0.152819946058384,0.0630584891906854,-0.392357924521135,-26.8189297648191,1.53773266777869,1.00296008116323,-1.972827997564,0.103021255685325,-0.988483761625703,0,0.21891465188132,0.017194571679373,1.40041626872129
"M0000001113",0,0,0,0,0,0,0,0,0.313125117485177,0,-0.574766292301975,0,0,0,0,0.184012720657899,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001114",0,0,0,0,0,0,0,0,0,0,0.25968312701523,0,0,0,0,0,0,-0.00417448638180125,0,0,0,0,0,0,0,0,0,0.0202890863847376,0
"M0000001124",-0.00884077454863125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00487302046100781,0,0,0,0,0,0,0,0,-0.00638995436853184,0,0
"M0000001134",0,0,0,0,0,0,0,0,0,0,1.81035978812381,0,0,0,0,0,0,0,0,0,0,0,0.232257876665578,0,0,0,0,0,0
"M0000001137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001140",0,0,0,0,0,0,0,0,0.363453700356277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001141",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123738918999055,0,-0.0725587823110547,-0.0109264739947714,0,0,0,0,0,0,-0.00404403654910142,0,0,0,0,0
"M0000001143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391050215782524,0,0,0,0
"M0000001162",0,0,0,0,0,0,0,0,0,0,-1.44874971196582,0,0,0,-0.0393018068430635,0,0,0,-0.0273490479059113,0,0,0,0,0,0,0,0,-0.0280664160993179,0
"M0000001221",0,0,0,0,0,0,0,0,0,-20.079347907933,-0.663198902433869,0,-0.010601846331827,0,-0.199552073207929,0.0795715492733191,0,0.00525759311614345,-0.303114483711112,0,0,0,-0.594087717830357,0,0,0,0,-0.00419197744303348,0
"M0000001224",0,0,0,0,0,0,0,0,0,4.93159188865657,0,0,0,0.00481349446243495,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00405513122617398,0
"M0000001231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120616251856208,0,0,0.0102589722966243,-0.235313646613999,0,0,0,-0.0798301988156704,0,0,0,0,0,0
"M0000001242",0,0,0,0,0,0,0,0,-0.0527159497735021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135584455568768,0,-0.0190227272913232,0,-0.220960253487233,0,-0.0409080524049236,-0.000180820126948624,0,0,0,0,0,-0.0263040217762337,0
"M0000001256",0,0,0,0,0,0,0,0,-0.173419074039327,0,0,0,0,0.0405701916775948,0.0866091382083299,-0.134829598769625,0,0,0,0.0931670007569072,0,0,0.124396632752487,0,0.1353528103868,0,0,0,0
"M0000001268",0,-0.00405555648915198,0,0,0,0,0,0,0,0,0.421621637228034,0,0,0.00316437091353728,0.0406409150253098,0,0,0,0.00234427155290022,0,0,0,0.460219008126995,0,0,0,0,0,0
"M0000001342",0,0,0,0,0,0,0,0,0,0,0,0,-0.0185841081002353,0,-0.00477117727396215,0.0153507630377698,0,0,-0.012595973442723,0,0,0,-0.00108407959452069,0,0,0,0,0,0
"M0000001442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102052091358108,0,0,0,0
"M0000001504",0.00189499904860968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124009663135922,0,0,0,0,0,0,0,0.138934143856761
"M0000001506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105232544923582,0,0,0,0
"M0000001518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23626554401056,0,0,0,0,0,0,0,0,0
"M0000001537",0,0,0,0,0,0,0,0,0,106.121221632169,0,0,0,0,0,-0.0574175984285707,0,0,0,0,0,0,0,0,0,0,0,0.0258395959705841,0
"M0000001538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001547",0,0,0,0,0,0,0,0,0,0,-0.0457061415595879,0,0,0,0,0,0,0,0,0,0,0,-0.193233807327722,0.00119746667695631,0,0,0.0110705799869773,0,0
"M0000001628",0,0,0,0,0,0,0,0,-0.0147216688898276,0,0,0,0.00200947024193107,0.00477747538459557,0,-0.0268212080755196,0,0,0,0,0,0,0,0,0.126793584578127,0,0,0,0
"M0000001629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000001869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000002029",0,0,0,0,0,0,0,0,0,0,0.011363151809318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000002050",0,0,0,0,0,0,0,0,0,0.675978222693382,0.0385220719541454,0,0,0,0,0,0,0,0,0,0,0,0.032052508750571,0,0,0,0,0,0
"M0000002051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0000002054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202872911133713,0
"M0100000007",0,0,0,0,0,0,0,0,0.58671772500091,0,-0.285822678616854,0,-0.182744760489069,0,-0.0838130287951072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000008",0,0,0,0,0,0,0,0,0,0,0,0,-0.0161473564827101,0,-0.00995582127619308,0,0,0.00353611362657581,0,0,0,0,-0.0341148914684959,0,0,0,0,0,0
"M0100000010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025858244604412,0,0,0,0,0,0
"M0100000011",0,0,0,0,0,0,0,0,0,0,-0.283800412343033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000015",0,0,0,0,0,0,0,0,0,0,0.171615248074752,0,0,0,0,0,0,0,0,0,0,0,0,0.0234573329078715,0,0,0,0,0.284685732298476
"M0100000039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000042",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405614071260802,0,-0.0455711604523583,-0.00337128290407955,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000054",0,0,0,0,0,0,0,0,0,0,0.270630494434415,0,0,0,0,0,0,-0.0156438750844373,0,0,-0.0273813451147195,-0.033737836192549,0,0,0,0,0,0,0
"M0100000096",0.00215578961200527,0,0,0,0,0,0,0,0,0,0.34855993412924,0,0,0,0,0,0,0,0,0,0,0,0.00696832306358214,0,0,0,0,0,0
"M0100000257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000258",0,0,0,0,0,0,0,0,0,0,0.739320570265586,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150320298451862,0,0,0,0
"M0100000263",0,0,0,0,0,0,0,0,-0.0225151881975307,0,2.14717934780949,0,0.0703586165034205,0.016634898682329,0.220511756311449,-0.221924264175766,-0.0245118390768562,-0.0343438763170354,0.196099548218337,0,0,0,0.396789617154547,-0.0302524752953613,0,0,0,0,0
"M0100000265",0.0252942105378449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14824803202225,0,0,0,0
"M0100000269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389001969864013,0,0,0,0,-0.000108209762484938,0,0,0,0,0,-0.0137167563572192,0
"M0100000282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321010760055652,0,0,0,-0.0684803942379171,0,0,0,-0.272628400341612,0,0,0,0,-0.000982582942428705,0
"M0100000406",0,0,0,0,0,0,0,0,-0.140342888770053,0,0,0,0,0,0,-0.0556481417130831,0,0,0,0,0,0,0,-0.00387794818574983,0,0,0,0,0
"M0100000409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000436",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715105337101089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000437",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639777902783893,0,0.0604179285856728,0,0,0,-0.530262010285989,0,0,0,0,0,0,0,0.00379836904997341,0
"M0100000442",0,0,0,0,0,0,0,0,0.0879159630798224,0,0,0,0,0,0,0,0,0,0,-0.05755954888982,0,0,0,0,0,0,0,0,0
"M0100000445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00052762040370982,0,0,0,0,0,0,0,0,0,0,0
"M0100000447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168880338022429,0,0,0,0,0,0,0,0,0
"M0100000453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161486010423798,0.0719214826524759,0.00166236143869971,0,0,0,0,0,0,-0.0336134287809732,0,0,0.0123615640629596,0
"M0100000467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298202513492373,0,0,0,0
"M0100000611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000616",-0.00626592084051503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00868219682967526,-0.0236117151229278,0,0,0,0,0,-0.0203297447750064,0,0,0,0,0
"M0100000626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220669718005544,0,0,0,0,0,0,0,0.0246552530735623,0,0,0.0498730570413181,0,0
"M0100000639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432619418159414,0,0,0,0
"M0100000665",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694516982482776,0,-0.0198437598200772,0,0,0,0,0,0,0,-0.000310586480853501,0,0,0,0,0
"M0100000672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000706",0,0,0,0,0,0,0,0,0,0,0.765774216686993,0,0.17370945806021,0.000552807757214168,0.0819319048133382,-0.0409787906840212,0,0,0,0,0,0,0.226340589974148,0,0,0,0,0,0
"M0100000707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137299963185587,0.0161203115365875,0,0,0,0,0,0,0.0101580755705221,0
"M0100000708",0,0,0,0,0,0,0,0,0,0,0.73782290251972,0,0,0,0.0220720514333192,0,0,0,0,0,0,0,0,0,0,0,-0.0159711446207753,0,0
"M0100000711",0,-0.00206337256371737,0,0,0,0,0,0,0,12.594970977646,0,0,0,0,0.0343371625553631,-0.0488568013449539,0,0,0.0100060326256772,0,0,0,0.0492791418567704,0,0,0,0,0,0
"M0100000743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.283370511536004
"M0100000765",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000293262030128142,0,0,0,0,0,0,0,0,0,0.00679914377332168,0,0,0,0,0
"M0100000773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000776",0.00345975325713628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000781",0,0.0160698809099493,0,0,0,0,0,0,0,-36.6973314808028,0,0,0,-0.011408858984075,-0.036582880102024,0.0993435647302238,0,0.00754541520848038,-0.0355661178173441,0,0,0,0,0.0160168806643449,-0.162098666705122,0,0.0690010048334488,0,0
"M0100000787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000195185746766148,0,0,0,0,0,0,0,0,0,0,-0.0184685652410173
"M0100000792",0,-0.174032826599622,0,0,0,0,0,0,0,41.3427804010046,0,0,0.0381828787786112,0,0.0544821457610244,0,0,0,0.00885712627573196,0,0,0,0,0,0,0,-0.0654415704883218,0,0
"M0100000802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000808",0.0164561341506444,0.152503646532444,0,0,0,0,0,0,0.209246215154848,-96.8871285699343,0,0,-0.114813015919929,-0.0222463072541761,-0.140144540302613,0.213240891893264,0.00158074180882824,0,-0.103705322534836,0,0.245844510766114,0.0984121950586994,-0.160104133470331,0,-0.265877674905476,0,0.149025176296936,0,0
"M0100000840",-0.0062246861640877,0,0,0,0,0,0,0,0,0,0,0,-0.0207536784554955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834267858884058,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000900",0,0,0,0,0,0,0,0,0.0145742821933489,0,0,0,-0.117375099839134,0,0,0,0,0,0,0,0,0,0,0.0445562474405837,0,0,0,0,0
"M0100000924",0,0,0,0,0,0,0,0,-0.0696159460492362,23.5259089540266,0,0,0.00604403916611928,0.0001353968824874,0,0,0,-0.00695181261171744,0,0,0,0,0,0,0,0,0,0,0
"M0100000936",0,0,0,0,0,0,0,0,0,0,0.628253752439901,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113062410868052,0,0,0.044395478269982,0
"M0100000961",0,0,0,0,0,0,0,0,-0.287534636032969,0,0,0,0.21345676696756,0.00503429882477249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100000998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142084833856446,0,0,0,0,0,0,0,0,-0.00160172529314691,0
"M0100001002",0.0418189913711907,0,0,0,0,0,0,0,0,-40.512716339249,0,0,0,-0.0214213352488984,-0.461991154781443,0.778567902521808,0.0420811533581904,0.0698436708705993,-0.240470150189865,0,0.742185700047948,0,-2.1733278405462,0.15223041940167,-1.79311854947064,0,0.244955067005025,0,3.79046006131836
"M0100001006",-0.0153694906535275,0,0,0,0,0,0,0,0,59.7179769575338,0,0,0,0.00402317315991048,0.0455872357104897,-0.0821548960057137,0,0,0.0907720182450844,0,0,0,0,-0.015120479072605,0,0,0,0,-0.735285675666627
"M0100001007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558875935533418,0.00563905495391784,0,0,0,0,0,0,-0.0793783200852712,0,0,0,0
"M0100001040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001054",0.00422260433026931,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328727825061473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350570765395089,0,0,0,0,-0.0137659960172445,0,0,0,0,0
"M0100001064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001073",0,0,0,0,0,0,0,0,0,1.2638812601383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001083",-0.00695877982851312,-0.0484525483449287,0,0,0,0,0,0,0,16.0686939770734,0,0,0,0,0.0152694676949015,0,0,0,0.0158435376453064,0,0,0,0,0,0,0,-0.134166401171895,0,-0.434889782784769
"M0100001086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.663258305764818,0.0793317310112676,0.0373419483312562,0,0,0,0,0,0,0
"M0100001102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001106",0,0,0,0,0,0,0,0,0,-0.720975154739105,0,0,0,0,0,0,0,0.00279468935056654,0,0,0,0,0,0.0203323282149121,0,0,0,0,0.348442341668666
"M0100001108",0,0,0,0,0,0,0,0,0.0780204033721677,0,0,0,-0.0254834089919186,-0.00785077118118674,-0.00997569773738826,0.0883212169568345,0,0,0,0,0,0,-0.143149129264694,0,0,0,0,0,0
"M0100001112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00687570252494281,0,0,0,0,-0.166940831945427
"M0100001121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00511257753314783,0,0,0,0
"M0100001126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001127",0.0018075384863016,0,0,0,0,0,0,0,0,-2.73039943781399,0,0,0,-0.0012864112052594,0,0,0,0,0,0,0,0,0,0.00494940786073433,0,0,0,0,0.0141478361478473
"M0100001132",0.0147505824847163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546046379612807,0,0,0,0,0.719027218390097
"M0100001162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059629531563872,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458087297542668,0,0,0,0,0,0,0,0,0,0
"M0100001178",0,-0.0231410699645463,0,0,0,0,0,0,0,11.297539601803,0,0,0,0.00098771838106147,0,-0.0141641022379358,0,0,0,0,0,0,0,-0.00703128801021849,0,0,0,0,0
"M0100001181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001197",0,0,0,0,0,0,0,0,0,60.9713403899568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726230903871781,0
"M0100001211",0,0,0,0,0,0,0,0,0,0,0.0577842138134993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001229",0,0,0,0,0,0,0,0,0,0,0.00387323893219657,0,0,0.0161869814833374,0,0,0,-0.000349539103096072,0,0,0,0,0,-0.000938736389156734,0,0,0,0,0
"M0100001232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341678120066586,0,0,0,0,0,0,0,0,0
"M0100001253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045642620561779,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001263",0,0,0,0,0,0,0,0,0,81.0371828164723,0,0,0,0,0.00721650477751235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001266",-0.0299415639149239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306004492086506,0.25837141561597,0,0,-0.00409053649341008,-1.02972932607395
"M0100001267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440224728720171,0.0882096451952757,0,0,-0.0308443236855811,0,0,0.0439019782184736,0,0,-0.0276954456481476,0,0,0,0
"M0100001270",0,0,0,0,0,0,0,0,0.160405610029829,0,-1.09945784567313,0,-0.136040126464871,-0.0158339880150166,-0.104204868462721,0.0675053045719249,0.0579634117478324,0.0215999440387128,0,0,0,0.139378583417854,0,0,0,0,0,0,0
"M0100001271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460378803884999,0,0,-7.35177906473955,0.179171825519971,0,0,0,0,0,0,0.103801019285483,0
"M0100001274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001293",0,0,0,0,0,0,0,0,0,0,-0.529587203733514,0,0,0,-0.00328320845422969,0,0,0,-0.0113497196165898,0,0,0,-0.142229882452443,-0.00848002592828706,0.0960651715082744,0,0,-0.00724000189127698,0
"M0100001294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121372710101731,-0.0816709465434571,0,0,0,0,0,0,0
"M0100001296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001314",0,0,0,0,0,0,0,0,0.18756841529595,0,0,0,0,0,0,0.0813161910529872,0,0,0,0,0,0,0,0,0,0,0,0,0
"M0100001315",0,0,0,0,0,0,0,0,0,0,-0.581094572135144,0,0,0,-0.0731964831218105,0,0,0,-0.0378087686057853,0,0,0,-0.175542648628436,0,0,0,0,0,0
